Root_ID	Top_in_out_region	Community_labels	Predicted_NT_type	Predicted_NT_confidence	Verified_NT_type	Verified_Neuropeptide	Body_Part	Function	Flow	Super_Class	Class	Sub_Class	Hemilineage	Nerve	Soma_side	Primary_Cell_Type	Alternative_Cell_Types	Cable_length_nm	Surface_area_nm^2	Volume_nm^3
720575941571026590	T1_PRONM	soma_in_VNC	GLUT	0.9	_	_	_	proprioception	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_contralateral_restricted	14A	_	left	IN14A086	IN14A086	_	_	_
720575941571036062	T1_PRONM	_	GABA	0.64	_	_	front_leg	tactile	afferent	sensory	bristle_neuron	front_leg_bristle_neuron	_	left_prothoracic_leg_nerve	left	SNxxxx	SNxxxx	_	_	_
720575941571037854	T1_PRONM	_	GABA	0.51	_	_	front_leg	gustatory_tactile	afferent	sensory	taste_peg_neuron	front_leg_taste_peg_neuron	_	left_prothoracic_leg_nerve	left	SNch09	SNch09	_	_	_
720575941571039134	T3_METANM	_	ACH	0.61	_	_	hind_leg	gustatory_tactile	afferent	sensory	taste_peg_neuron	hind_leg_taste_peg_neuron	_	right_metathoracic_leg_nerve	right	SNch05	SNch05	_	_	_
720575941571042974	ME	CNS_neuron_soma_in_brain	ACH	0.98	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	medulla_intrinsic	_	_	_	right	Mi1	Mi1	_	_	_
720575941571045790	ME.LO	CNS_neuron_soma_in_brain	ACH	0.88	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm9	Tm9	_	_	_
720575941571048350	ME.LO	soma_in_brain	ACH	0.63	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941571049374	ME	soma_in_brain	SER	0.55	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm3p	Dm3p	_	_	_
720575941571053726	LOP.ME	CNS_neuron_soma_in_brain	ACH	0.41	_	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary_y	_	_	_	right	TmY14	TmY14	_	_	_
720575941571061662	ME.NO_CONS	Mi9?_soma_in_brain	_	_	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941571062686	ME.LO	CNS_neuron	ACH	0.97	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm4	Tm4	_	_	_
720575941571071646	ME	CNS_neuron_centrifugal_soma_in_brain	ACH	0.65	gaba_nitric_oxide	_	_	_	intrinsic	optic_lobe_intrinsic	optic_lobe_intrinsic_centrifugal	_	_	_	right	C2	C2	_	_	_
720575941571074206	ME.LO	CNS_neuron_soma_in_brain	ACH	0.97	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T3	T3	_	_	_
720575941571109022	IPS	soma_in_brain	ACH	0.95	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	_	_	right	PS221	PS221	_	_	_
720575941571124638	LAL.PLP	WEDa2_44?_soma_in_brain	GABA	0.98	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	WEDa2	_	left	WEDa2_44	WEDa2_44	_	_	_
720575941571131720	MB_CA.MB_ML	CNS_neuron_soma_in_brain	DA	0.55	acetylcholine	_	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCapbp	MBp4	_	right	KCapbp-ap1	KCapbp-ap1	_	_	_
720575941571150238	LO	soma_in_brain	ACH	0.62	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941571170632	PRW.FLA	soma_in_brain	GABA	0.37	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	TRdl_b	_	left	CB2780	CB2780	_	_	_
720575941571171067	NTCT	soma_in_VNC	ACH	0.91	acetylcholine	_	_	_	intrinsic	ascending	ascending_neuron	_	07B	_	left	AN07B082	AN07B082	_	_	_
720575941571181128	IPS.WED	soma_in_brain	GABA	0.78	gaba	_	_	_	intrinsic	central_brain_intrinsic	_	_	WEDa1	_	left	WED057	WED057	_	_	_
720575941571184798	LO.PVLP	CNS_neuron_soma_in_brain	ACH	0.82	_	_	_	_	intrinsic	visual_projection	lobula_columnar	_	_	_	left	LC12	LC12	_	_	_
720575941571191454	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	0.99	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4a	T4a	_	_	_
720575941571196830	ME	CNS_neuron_soma_in_brain	ACH	0.97	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T2	T2	_	_	_
720575941571205704	LO.PVLP	soma_in_brain	ACH	0.48	_	_	_	_	intrinsic	visual_projection	lobula_columnar	_	VPNv1	_	left	LC17	LC17	_	_	_
720575941571216030	ME.NO_CONS	CNS_neuron_centrifugal_soma_in_brain	ACH	0.57	gaba_nitric_oxide	_	_	_	intrinsic	optic_lobe_intrinsic	optic_lobe_intrinsic_centrifugal	_	_	_	right	C2	C2	_	_	_
720575941571226440	LO	soma_in_brain	GLUT	0.89	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941571228062	ME.LO	CNS_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T3	T3	_	_	_
720575941571245384	LO	soma_in_brain	GABA	0.86	gaba	_	_	_	intrinsic	optic_lobe_intrinsic	lobula_intrinsic	_	_	_	right	Li04	Li04	_	_	_
720575941571260318	ME.LO	soma_in_brain	ACH	0.56	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941571262366	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	0.97	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4b	T4b	_	_	_
720575941571275422	MB_CA	soma_in_brain	DA	0.55	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCab	MBp1	_	right	KCab	KCab	_	_	_
720575941571278408	LO.PVLP	soma_in_brain	ACH	0.57	_	_	_	_	intrinsic	visual_projection	lobula_columnar	_	VPNv1	_	left	LC17	LC17	_	_	_
720575941571289595	LTCT	soma_in_VNC	GABA	0.98	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	00A	_	left	IN00A025	IN00A025	_	_	_
720575941571289758	MB_CA.MB_PED	CNS_neuron_soma_in_brain	DA	0.47	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCg	MBp1	_	right	KCg-m	KCg-m	_	_	_
720575941571316475	NTCT.INTTCT	_	ACH	0.95	_	_	prosternal_organ	joint_angle_proprioception	afferent	sensory	hair_plate_neuron	prosternal_hair_plate_neuron	_	left_prosternal_nerve	left	SNpp19	SNpp19	_	_	_
720575941571319198	T3_METANM	soma_in_VNC	GABA	0.7	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_restricted	12B	_	right	IN12B011	IN12B011	_	_	_
720575941571325512	WTCT	soma_in_VNC	GABA	0.95	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_interconnecting	03B	_	left	IN03B083	IN03B083	_	_	_
720575941571326024	T3_METANM	soma_in_VNC	ACH	0.93	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	20A.22A	_	left	IN20A.22A044	IN20A.22A044	_	_	_
720575941571330811	T2_MESONM	soma_in_VNC	GABA	0.99	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_bilateral_restricted	06B	_	left	IN06B029	IN06B029	_	_	_
720575941571332766	NO_CONS.ME	_	ACH	0.74	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941571333278	T1_PRONM	soma_in_VNC	GLUT	0.97	glutamate	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	08A	_	right	IN08A034	IN08A034	_	_	_
720575941571335752	T3_METANM	soma_in_VNC	GABA	0.96	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	19A	_	left	IN19A064	IN19A064	_	_	_
720575941571343808	AL	_	ACH	1.0	acetylcholine	_	antenna	olfactory_yeasty_volatile	afferent	sensory	olfactory_receptor_neuron	antenna_olfactory_receptor_neuron	_	right_antennal_nerve	right	ORN_DM4	ORN_DM4	_	_	_
720575941571349150	T1_PRONM	soma_in_VNC	GLUT	0.83	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_interconnecting	21A	_	left	IN21A103	IN21A103	_	_	_
720575941571361019	T2_MESONM	soma_in_VNC	GLUT	0.95	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	21A	_	left	IN21A058	IN21A058	_	_	_
720575941571368862	AOTU.SPS	soma_in_brain	GLUT	0.84	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	AOTUv3_ventral	_	left	AOTU039	AOTU039	_	_	_
720575941571371336	LO	soma_in_brain	ACH	0.64	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941571372795	LTCT.T2_MESONM	soma_in_VNC	GABA	1.0	gaba	_	_	proprioception	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_restricted	19A	_	right	IN19A106	IN19A106	_	_	_
720575941571376136	LTCT.T3_METANM	soma_in_VNC	ACH	0.89	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	11A	_	left	GFC3	GFC3	_	_	_
720575941571385352	T2_MESONM	soma_in_VNC	GLUT	0.96	glutamate	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	08A	_	right	IN08A029	IN08A029	_	_	_
720575941571394811	INTTCT	AN_4_None_soma_in_VNC	GABA	0.97	_	_	_	_	intrinsic	ascending	ascending_neuron	_	03B	_	right	AN03B039	AN03B039	_	_	_
720575941571397883	T1_PRONM	soma_in_VNC	GABA	0.98	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_contralateral_restricted	12B	_	right	IN12B039	IN12B039	_	_	_
720575941571401374	NO_CONS	soma_in_VNC	_	_	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941571402312	GNG.AVLP	soma_in_brain	GABA	0.85	gaba	_	_	_	intrinsic	central_brain_intrinsic	_	_	PSa1	_	right	VES022	VES022	_	_	_
720575941571403080	MB_CA	soma_in_brain	DA	0.39	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCab	MBp3	_	left	KCab	KCab	_	_	_
720575941571404808	ME.LO	CNS_neuron_soma_in_brain	ACH	0.97	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm2	Tm2	_	_	_
720575941571410939	AMNP	_	ACH	0.7	_	_	wing_margin	gustatory_tactile	afferent	sensory	taste_peg_neuron	wing_margin_taste_peg_neuron	_	left_anterior_dorsal_mesothoracic_nerve	left	SNch04	SNch04	_	_	_
720575941571416059	NO_CONS.AMNP	_	ACH	0.69	_	_	wing_margin	tactile	afferent	sensory	bristle_neuron	wing_margin_bristle_neuron	_	right_anterior_dorsal_mesothoracic_nerve	right	SNta04	SNta04	_	_	_
720575941571419643	T1_PRONM	soma_in_VNC	GABA	0.98	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_contralateral_restricted	13B	_	right	IN13B065	IN13B065	_	_	_
720575941571420411	T1_PRONM	soma_in_VNC	GABA	0.99	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	09A	_	left	IN09A026	IN09A026	_	_	_
720575941571420667	INTTCT.WTCT	soma_in_VNC	ACH	0.96	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	12A	_	right	IN12A051	IN12A051	_	_	_
720575941571422622	T1_PRONM	_	GABA	0.5	_	_	front_leg	tactile	afferent	sensory	bristle_neuron	front_leg_bristle_neuron	_	left_prothoracic_leg_nerve	left	SNta24	SNta24	_	_	_
720575941571423240	WTCT	soma_in_VNC	GABA	0.99	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	03B	_	left	IN03B058	IN03B058	_	_	_
720575941571426206	T3_METANM	soma_in_VNC	GABA	0.96	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	09A	_	right	IN09A016	IN09A016	_	_	_
720575941571427323	WTCT	soma_in_VNC	GABA	0.99	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_interconnecting	11B	_	left	IN11B013	IN11B013	_	_	_
720575941571428254	AMNP	_	ACH	0.88	_	_	thorax	tactile	afferent	sensory	bristle_neuron	thorax_bristle_neuron	_	left_posterior_dorsal_mesothoracic_nerve	left	SNta02	SNta02	_	_	_
720575941571429673	ME	_	ACH	0.61	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941571431326	T1_PRONM	_	ACH	0.85	_	_	front_leg	gustatory_tactile_sweet	afferent	sensory	taste_peg_neuron	front_leg_taste_peg_neuron	_	left_prothoracic_leg_nerve	left	SNch11	SNch11	_	_	_
720575941571434654	UNASSIGNED	CNS_neuron_L1	GLUT	1.0	_	_	_	_	intrinsic	optic_lobe_intrinsic	lamina_monopolar	_	_	_	left	_	_	_	_	_
720575941571435784	T2_MESONM	soma_in_VNC	GABA	0.99	_	_	_	_	_	_	_	_	_	_	right	CV1029	CV1029	_	_	_
720575941571439006	T1_PRONM	_	GABA	0.75	_	_	front_leg	tactile	afferent	sensory	bristle_neuron	front_leg_bristle_neuron	_	right_prothoracic_leg_nerve	right	SNta30	SNta30	_	_	_
720575941571443016	FB	FC1D_soma_in_brain	ACH	0.67	_	_	_	_	intrinsic	central_brain_intrinsic	central_complex_output_neuron	FC	DM4_CX_d1	_	right	FC1C	FC1C	_	_	_
720575941571453342	IPS	soma_in_brain	ACH	0.77	_	_	_	_	intrinsic	descending	descending_neuron	_	LB7	_	left	DNge094	DNge094	_	_	_
720575941571456328	PRW	soma_in_brain	GABA	0.95	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	putative_primary	_	right	CB0074	CB0074	_	_	_
720575941571456926	ANM	_	OCT	0.39	_	_	abdomen	tactile	afferent	sensory	bristle_neuron	abdominal_terminalia_bristle	_	abdominal_nerve_trunk	right	abdominal_ppk_neuron	abdominal_ppk_neuron	_	_	_
720575941571464699	HTCT	soma_in_VNC	GLUT	0.92	glutamate	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	02A	_	right	IN02A062	IN02A062	_	_	_
720575941571474504	ME	CNS_neuron_soma_in_brain	GLUT	0.54	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	medulla_intrinsic	_	_	_	right	Mi9	Mi9	_	_	_
720575941571478779	T3_METANM	soma_in_VNC	ACH	0.87	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	04B	_	right	IN04B088	IN04B088	_	_	_
720575941571479624	ME.LOP	CNS_neuron_T4_neuron_soma_in_brain	ACH	0.98	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4b	T4b	_	_	_
720575941571481160	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5b	T5b	_	_	_
720575941571483806	MB_CA	soma_in_brain	_	_	_	_	_	_	_	central_brain_intrinsic	kenyon_cell	_	_	_	left	_	_	_	_	_
720575941571484155	T3_METANM	soma_in_VNC	ACH	0.9	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_restricted	18B	_	left	IN18B048	IN18B048	_	_	_
720575941571485256	ME	soma_in_brain	ACH	0.99	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941571487134	T2_MESONM	soma_in_VNC	GLUT	0.98	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	21A	_	right	IN21A007	IN21A007	_	_	_
720575941571492859	HTCT	soma_in_VNC	GABA	0.97	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_interconnecting	11B	_	right	IN11B023	IN11B023	_	_	_
720575941571494139	T2_MESONM	soma_in_VNC	ACH	0.95	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	04B	_	right	IN04B103	IN04B103	_	_	_
720575941571495582	MB_CA	soma_in_brain	_	_	_	_	_	_	_	central_brain_intrinsic	kenyon_cell	_	_	_	left	_	_	_	_	_
720575941571497544	ME	soma_in_brain	GLUT	0.73	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941571498248	T1_PRONM	soma_in_VNC	GLUT	0.77	_	_	_	proprioception	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_contralateral_restricted	14A	_	right	IN14A092	IN14A092	_	_	_
720575941571498398	MB_CA.MB_ML	CNS_neuron_soma_in_brain	DA	0.55	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCg	MBp2	_	left	KCg-m	KCg-m	_	_	_
720575941571499515	HTCT.WTCT	soma_in_VNC	GABA	0.98	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	06A	_	right	IN06A044	IN06A044	_	_	_
720575941571499934	MB_CA.MB_VL	CNS_neuron_soma_in_brain	DA	0.66	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCab	MBp3	_	left	KCab	KCab	_	_	_
720575941571500616	LO.LOP	CNS_neuron_T5_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T5b	T5b	_	_	_
720575941571501819	T2_MESONM	soma_in_VNC	GABA	0.99	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_contralateral_restricted	13B	_	left	IN13B042	IN13B042	_	_	_
720575941571502075	T2_MESONM	soma_in_VNC	GLUT	0.98	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_contralateral_restricted	14A	_	right	IN14A114	IN14A114	_	_	_
720575941571502494	MB_CA	soma_in_brain	_	_	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCab	MBp1	_	left	KCab	KCab	_	_	_
720575941571505480	LOP.PLP	_	ACH	0.99	acetylcholine	_	_	_	intrinsic	visual_projection	lobula_lobula_plate_columnar	_	_	_	right	LLPC1	LLPC1	_	_	_
720575941571507528	NO_CONS.ME	soma_in_brain	ACH	0.72	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941571511710	PLP.MB_ML	soma_in_brain	DA	0.61	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCg	MBp3	_	left	KCg-d	KCg-d	_	_	_
720575941571512827	AMNP	soma_in_VNC	GABA	0.98	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	00A	_	left	IN00A045	IN00A045	_	_	_
720575941571514619	WTCT	soma_in_VNC	GABA	0.94	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	03B	_	right	IN03B089	IN03B089	_	_	_
720575941571515131	WTCT	soma_in_VNC	GABA	0.98	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	03B	_	right	IN03B090	IN03B090	_	_	_
720575941571516936	WTCT	soma_in_VNC	GABA	0.98	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	00A	_	left	IN00A057	IN00A057	_	_	_
720575941571519483	T1_PRONM	CNS_neuron_soma_in_VNC	ACH	0.93	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	_	_	left	INXXX464	INXXX464	_	_	_
720575941571520776	T2_MESONM	soma_in_VNC	GLUT	0.99	_	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	21A	_	left	IN21A075	IN21A075	_	_	_
720575941571524872	NTCT.WTCT	soma_in_VNC	ACH	0.95	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	07B	_	left	IN07B077	IN07B077	_	_	_
720575941571525278	MB_CA.NO_CONS	soma_in_brain	_	_	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCg	MBp2	_	right	KCg-m	KCg-m	_	_	_
720575941571525790	SCL.MB_PED	soma_in_brain	DA	0.52	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCg	MBp3	_	right	KCg-d	KCg-d	_	_	_
720575941571526472	ME.LOP	CNS_neuron_T4_neuron_T4d?_soma_in_brain	ACH	0.99	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4a	T4a	_	_	_
720575941571526728	LOP.PLP	CNS_neuron_soma_in_brain	ACH	0.96	acetylcholine	_	_	_	intrinsic	visual_projection	lobula_plate_columnar	_	_	_	right	LPC1	LPC1	_	_	_
720575941571527432	T2_MESONM	soma_in_VNC	GABA	0.94	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_contralateral_restricted	12B	_	left	IN12B065	IN12B065	_	_	_
720575941571534238	MB_CA.MB_VL	CNS_neuron_soma_in_brain	DA	0.62	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCab	MBp1	_	right	KCab	KCab	_	_	_
720575941571535774	MB_CA.NO_CONS	soma_in_brain	_	_	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCab	MBp4	_	left	KCab	KCab	_	_	_
720575941571536798	MB_CA	soma_in_brain	_	_	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941571537403	T3_METANM	soma_in_VNC	GABA	0.95	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	19A	_	right	IN19A088	IN19A088	_	_	_
720575941571537659	T3_METANM	soma_in_VNC	GABA	0.99	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	single_leg_neuromere	ventral_nerve_cord_ipsilateral_restricted	09A	_	right	IN09A021	IN09A021	_	_	_
720575941571538846	MB_CA	soma_in_brain	DA	0.67	acetylcholine	sNPF	_	_	intrinsic	central_brain_intrinsic	kenyon_cell	KCg	MBp3	_	right	KCg-m	KCg-m	_	_	_
720575941571540638	FB	soma_in_brain_vDeltaA_vDeltaB_vDeltaC_vDeltaD_vDeltaE_vDeltaJ_vDeltaK_vDeltaL_vDeltaM?	ACH	0.63	_	_	_	_	_	central_brain_intrinsic	central_complex_intrinsic_neuron	vDelta	_	_	left	vDeltaA_b	vDeltaA_b	_	_	_
720575941571542686	GNG	soma_in_brain	GLUT	0.81	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941571544648	ME	CNS_neuron_soma_in_brain	GABA	0.58	gaba	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm10	Dm10	_	_	_
720575941571547912	T2_MESONM.INTTCT	AN_multi_50_soma_in_VNC	GABA	0.93	gaba	_	_	_	intrinsic	ascending	ascending_neuron	_	06B	_	left	AN06B034	AN06B034	_	_	_
720575941571551902	NO_CONS	_	_	_	_	_	interommatidial	tactile	afferent	sensory	bristle_neuron	interommatidial_bristle_neuron	_	left_eye_nerve	left	BM_InOm	BM_InOm_InOm	_	_	_
720575941571554462	NO_CONS	_	_	_	_	_	labellum	gustatory_sweet	afferent	sensory	external_taste_sensillum_neuron	labellum_external_taste_sensillum_neuron	_	left_maxillary-labial_nerve	left	LB3a	LB3a	_	_	_
720575941571559496	ME.LO	CNS_neuron_soma_in_brain	ACH	0.7	_	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm21	Tm21	_	_	_
720575941571565307	ANM.NO_CONS	innervates_left_side_of_body	_	_	octopamine	_	abdomen	_	efferent	visceral_circulatory	ventral_nerve_cord_neurosecretory_cell	abdomen_neurosecretory_cell	00B	left_second_abdominal_nerve+right_second_abdominal_nerve	left	EN00B025	EN00B025	_	_	_
720575941571566494	T3_METANM	SNch06?	ACH	0.7	_	_	hind_leg	gustatory_tactile	afferent	sensory	taste_peg_neuron	hind_leg_taste_peg_neuron	_	left_metathoracic_leg_nerve	left	SNch07	SNch07	_	_	_
720575941571571272	ME	CNS_neuron_soma_in_brain	GABA	0.66	gaba_nitric_oxide	_	_	_	intrinsic	optic_lobe_intrinsic	medulla_intrinsic	_	_	_	right	Mi4	Mi4	_	_	_
720575941571573918	T2_MESONM.AMNP	_	ACH	0.73	_	_	wing_base	proprioception_vibro_position	afferent	sensory	chordotonal_organ_neuron	wing_base_chordotonal_organ_neuron	_	right_anterior_dorsal_mesothoracic_nerve	right	SNpp61	SNpp61	_	_	_
720575941571574430	T3_MVAC	_	ACH	0.87	acetylcholine	_	hind_leg	proprioception_vibro_tactile	afferent	sensory	chordotonal_organ_neuron	hind_leg_club_chordotonal_organ_neuron	_	right_metathoracic_leg_nerve	right	SNpp60	SNpp60	_	_	_
720575941571576478	NO_CONS	_	_	_	_	_	_	_	afferent	sensory	_	_	_	left_first_abdominal_nerve	left	_	_	_	_	_
720575941571581256	LOP.PVLP	CNS_neuron_soma_in_brain	ACH	0.92	acetylcholine	_	_	_	intrinsic	visual_projection	lobula_plate_lobula_columnar	_	VPNd1	_	right	LPLC2	LPLC2	_	_	_
720575941571582203	T2_MESONM	_	GABA	0.9	_	_	middle_leg	tactile	afferent	sensory	bristle_neuron	middle_leg_bristle_neuron	_	right_mesothoracic_leg_nerve	right	SNta37	SNta37	_	_	_
720575941571584158	AMNP	_	ACH	0.88	_	_	wing_base	mechanical_strain_proprioception	afferent	sensory	campaniform_sensillum_neuron	wing_base_campaniform_sensillum_neuron	_	left_anterior_dorsal_mesothoracic_nerve	left	SNpp32	SNpp32	_	_	_
720575941571589640	T2_MESONM	soma_in_VNC	GABA	0.97	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_ipsilateral_restricted	19A	_	right	IN19A072	IN19A072	_	_	_
720575941571589704	ME	CNS_neuron_soma_in_brain	ACH	0.99	acetylcholine	Tk	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm1	Tm1	_	_	_
720575941571591070	GNG	soma_in_brain	GABA	0.57	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	TRdm	_	left	CB3325	CB3325	_	_	_
